City_ID,City,Country,Date,Lat,Lng,Weather,Max Temp,Humidity,Cloudiness,Wind Speed
457,San Isidro,PE,2022-03-02 20:02:55,-12.1167,-77.05,Broken Clouds,78.26,67,74,4.0
458,Pulandian,CN,2022-03-02 20:02:55,39.3953,121.9669,Clear Sky,28.53,44,0,3.42
459,Palana,RU,2022-03-02 20:02:56,59.1167,159.9667,Overcast Clouds,27.68,65,100,31.27
460,Berlevag,NO,2022-03-02 20:02:56,70.8578,29.0864,Broken Clouds,35.55,80,75,18.41
461,Yerbogachen,RU,2022-03-02 20:02:57,61.2767,108.0108,Light Snow,14.9,96,100,6.22
462,Ukiah,US,2022-03-02 20:02:57,39.1502,-123.2078,Clear Sky,72.45,53,0,1.01
463,Jumla,NP,2022-03-02 20:02:58,29.2747,82.1838,Few Clouds,36.1,76,12,3.53
464,Abu Kamal,SY,2022-03-02 20:02:59,34.4506,40.9171,Overcast Clouds,63.07,51,100,15.93
465,Dawlatabad,AF,2022-03-02 20:02:59,36.4141,64.9053,Broken Clouds,53.67,65,69,4.27
466,Dire,ML,2022-03-02 20:03:00,12.2833,-10.9667,Clear Sky,90.32,20,2,3.56
467,Winchester,GB,2022-03-02 20:03:00,51.0651,-1.3187,Few Clouds,47.01,77,20,4.61
468,Yaan,NG,2022-03-02 20:03:01,7.3833,8.5667,Broken Clouds,93.61,27,73,2.66
469,Moussoro,TD,2022-03-02 20:03:01,13.6408,16.4901,Overcast Clouds,82.56,4,100,11.52
470,Henties Bay,NA,2022-03-02 20:03:02,-22.116,14.2845,Few Clouds,63.86,84,11,8.63
471,Priiskovyy,RU,2022-03-02 20:03:03,51.9333,116.6333,Overcast Clouds,4.66,92,100,2.91
472,Serebryanyy Bor,RU,2022-03-02 20:03:03,56.8,124.8,Overcast Clouds,-28.34,100,100,1.95
473,Linhares,BR,2022-03-02 20:03:03,-19.3911,-40.0722,Broken Clouds,82.36,70,67,7.34
474,Borogontsy,RU,2022-03-02 20:03:04,62.6683,131.1683,Overcast Clouds,-25.82,100,100,2.51
475,Wanaka,NZ,2022-03-02 20:03:04,-44.7,169.15,Broken Clouds,54.1,76,62,0.69
476,Kota Kinabalu,MY,2022-03-02 20:03:05,5.9749,116.0724,Few Clouds,73.38,94,20,3.44
477,Abu Samrah,SY,2022-03-02 20:03:05,35.3029,37.1841,Overcast Clouds,56.55,71,100,14.27
478,Biak,ID,2022-03-02 20:03:06,-0.9131,122.8766,Overcast Clouds,76.64,83,89,3.22
479,Yatou,CN,2022-03-02 20:03:06,37.15,122.3833,Clear Sky,36.64,53,0,3.53
480,Xinqing,CN,2022-03-02 20:03:07,48.2333,129.5,Overcast Clouds,-6.05,100,94,3.27
481,Tavda,RU,2022-03-02 20:03:07,58.0425,65.2726,Broken Clouds,27.01,88,77,10.87
482,Longyearbyen,SJ,2022-03-02 20:03:08,78.2186,15.6401,Light Snow,12.04,92,75,9.22
483,Acapulco,MX,2022-03-02 20:02:19,16.8634,-99.8901,Clear Sky,85.78,53,5,10.49
484,Turukhansk,RU,2022-03-02 20:03:09,65.8167,87.9833,Overcast Clouds,-7.49,98,99,5.41
485,La Ronge,CA,2022-03-02 20:00:18,55.1001,-105.2842,Clear Sky,4.64,75,6,5.03
486,Chapais,CA,2022-03-02 20:03:10,49.7834,-74.8492,Overcast Clouds,8.02,72,100,8.7
487,Umm Lajj,SA,2022-03-02 20:03:10,25.0213,37.2685,Clear Sky,74.57,75,5,2.42
488,Rio Grande,BR,2022-03-02 20:03:11,-32.035,-52.0986,Clear Sky,85.95,58,0,4.0
489,Grand Gaube,MU,2022-03-02 20:03:11,-20.0064,57.6608,Light Rain,78.39,89,32,3.0
490,Waw,SS,2022-03-02 20:03:12,7.7029,27.9953,Overcast Clouds,85.62,47,100,7.4
491,Sterling,US,2022-03-02 20:03:12,39.0062,-77.4286,Broken Clouds,64.53,46,75,6.91
492,Harboore,DK,2022-03-02 20:03:13,56.6175,8.1807,Clear Sky,38.08,87,1,4.97
493,Birnin Kebbi,NG,2022-03-02 20:03:13,12.4539,4.1975,Broken Clouds,87.76,9,57,6.62
494,Okha,RU,2022-03-02 20:03:14,53.5739,142.9478,Overcast Clouds,-7.65,100,95,9.44
495,Praia,CV,2022-03-02 20:02:53,14.9215,-23.5087,Few Clouds,72.14,83,20,18.41
496,Lahij,YE,2022-03-02 20:03:15,13.1667,44.5833,Clear Sky,72.41,63,3,3.67
497,Ustka,PL,2022-03-02 20:03:15,54.5805,16.8619,Clear Sky,34.84,85,1,6.44
498,Miri,MY,2022-03-02 20:03:16,4.4148,114.0089,Overcast Clouds,74.91,94,96,4.76
499,Lembeni,TZ,2022-03-02 20:04:16,-3.7833,37.6167,Overcast Clouds,75.43,42,99,9.64
500,Caucasia,CO,2022-03-02 20:04:17,7.9865,-75.1935,Broken Clouds,90.55,54,83,4.14
501,Itamarandiba,BR,2022-03-02 20:04:17,-17.8572,-42.8589,Broken Clouds,71.78,83,79,4.34
502,Sayyan,YE,2022-03-02 20:04:18,15.1718,44.3244,Clear Sky,57.02,36,7,11.99
503,Visby,SE,2022-03-02 20:04:18,57.6409,18.296,Clear Sky,30.42,93,1,5.75
504,Inhambane,MZ,2022-03-02 20:04:19,-23.865,35.3833,Clear Sky,73.27,70,0,10.16
505,Narsaq,GL,2022-03-02 20:04:20,60.9167,-46.05,Light Snow,25.02,95,100,7.18
506,Escanaba,US,2022-03-02 20:04:20,45.7453,-87.0646,Overcast Clouds,31.68,75,100,10.36
507,Coquimbo,CL,2022-03-02 20:04:21,-29.9533,-71.3436,Clear Sky,68.25,72,3,6.17
508,Conceicao Do Coite,BR,2022-03-02 20:04:21,-11.5639,-39.2828,Overcast Clouds,90.54,28,92,10.94
509,Saint-Paul,RE,2022-03-02 20:04:22,-21.0096,55.2707,Clear Sky,78.91,83,2,0.94
510,Tiebissou,CI,2022-03-02 20:04:22,7.1574,-5.2257,Moderate Rain,77.04,71,100,0.45
511,Camabatela,AO,2022-03-02 20:04:23,-8.1881,15.375,Light Rain,64.38,94,89,1.14
512,Aswan,EG,2022-03-02 20:04:23,24.0934,32.907,Few Clouds,78.33,13,14,5.93
513,Kaitangata,NZ,2022-03-02 20:02:15,-46.2817,169.8464,Overcast Clouds,48.22,84,88,3.15
514,San Luis,AR,2022-03-02 20:01:06,-33.295,-66.3356,Clear Sky,87.22,27,0,12.37
515,Hambantota,LK,2022-03-02 20:04:24,6.1241,81.1185,Overcast Clouds,78.53,75,100,18.81
516,Ukrayinka,UA,2022-03-02 20:04:24,47.9167,35.35,Overcast Clouds,37.9,98,100,4.07
517,Sibolga,ID,2022-03-02 20:04:25,1.7427,98.7792,Overcast Clouds,77.04,87,96,2.95
518,Baykit,RU,2022-03-02 20:04:26,61.67,96.37,Overcast Clouds,7.97,92,100,9.06
519,Marrakesh,MA,2022-03-02 20:04:26,31.6315,-8.0083,Few Clouds,66.27,42,20,13.8
520,Rajapur,IN,2022-03-02 20:04:27,25.3833,81.15,Clear Sky,63.64,35,0,2.93
521,Sao Filipe,CV,2022-03-02 20:04:27,14.8961,-24.4956,Clear Sky,73.22,70,0,14.03
522,Bonanza,NI,2022-03-02 20:04:28,14.0289,-84.591,Clear Sky,88.92,33,4,6.73
523,Hidalgotitlan,MX,2022-03-02 20:04:28,17.7833,-94.6333,Overcast Clouds,73.42,66,85,8.79
524,Pedernales,DO,2022-03-02 20:04:29,18.0384,-71.744,Few Clouds,81.45,67,17,3.91
525,Varkaus,FI,2022-03-02 20:04:29,62.3153,27.873,Broken Clouds,32.11,93,55,8.34
526,Lamu,KE,2022-03-02 20:04:30,-2.2717,40.902,Scattered Clouds,79.02,86,31,15.57
527,Sabang,ID,2022-03-02 20:04:30,5.8933,95.3214,Overcast Clouds,80.67,78,100,10.16
528,Sur,OM,2022-03-02 20:04:30,22.5667,59.5289,Clear Sky,73.67,68,0,4.18
529,Kirakira,SB,2022-03-02 20:04:31,-10.4544,161.9205,Overcast Clouds,80.29,83,100,5.17
530,Yeppoon,AU,2022-03-02 20:00:37,-23.1333,150.7333,Few Clouds,82.18,91,22,11.3
531,Dawson Creek,CA,2022-03-02 20:00:14,55.7666,-120.2362,Overcast Clouds,17.24,79,100,6.91
532,Saint Anthony,US,2022-03-02 20:00:14,45.0205,-93.218,Overcast Clouds,33.93,64,100,5.99
533,Mambog,PH,2022-03-02 20:04:32,15.3137,120.0304,Overcast Clouds,76.05,75,99,4.47
534,Meadow Lake,US,2022-03-02 20:02:28,34.8014,-106.5436,Clear Sky,69.67,12,0,4.94
535,Bodoc,RO,2022-03-02 20:04:33,45.95,25.85,Overcast Clouds,33.06,94,95,2.24
536,Nemuro,JP,2022-03-02 20:04:33,43.3236,145.575,Overcast Clouds,26.37,84,100,1.81
537,Aksarka,RU,2022-03-02 20:04:33,66.5606,67.7975,Light Snow,13.37,96,100,4.76
538,Carora,VE,2022-03-02 20:04:34,10.1755,-70.0827,Overcast Clouds,90.72,37,100,5.75
539,Nara,JP,2022-03-02 20:04:19,34.6851,135.8049,Broken Clouds,45.68,76,72,2.71
540,Beni,CD,2022-03-02 20:04:35,0.5,29.4667,Light Rain,64.38,97,99,1.79
541,Monrovia,LR,2022-03-02 20:04:35,6.3005,-10.7969,Moderate Rain,76.77,86,73,6.04
542,Matay,EG,2022-03-02 20:04:36,28.419,30.7792,Overcast Clouds,72.34,19,99,14.97
543,Amapa,BR,2022-03-02 20:05:36,1.0,-52.0,Broken Clouds,83.5,73,64,3.04
544,Russkaya Polyana,UA,2022-03-02 20:05:37,49.417,31.9201,Overcast Clouds,33.55,99,100,3.94
545,Pacific Grove,US,2022-03-02 20:02:49,36.6177,-121.9166,Clear Sky,74.8,65,0,7.0
546,Bilma,NE,2022-03-02 20:05:38,18.6853,12.9164,Clear Sky,80.42,9,0,7.83
547,Awjilah,LY,2022-03-02 20:05:38,29.1081,21.2869,Scattered Clouds,55.17,50,36,16.4
548,Payo,ID,2022-03-02 20:05:39,-3.7508,103.6372,Overcast Clouds,70.95,94,100,2.39
549,Ancud,CL,2022-03-02 20:01:57,-41.8697,-73.8203,Overcast Clouds,67.23,86,100,6.55
550,Sao Felix Do Xingu,BR,2022-03-02 20:05:39,-6.6447,-51.995,Overcast Clouds,79.16,95,99,2.26
551,Snyder,US,2022-03-02 20:05:40,32.7179,-100.9176,Clear Sky,76.08,14,0,5.75
552,San Andres,CO,2022-03-02 20:05:40,12.5847,-81.7006,Broken Clouds,86.02,66,75,13.8
553,Olafsvik,IS,2022-03-02 20:05:40,64.8945,-23.7142,Overcast Clouds,38.64,76,100,21.77
554,Hanko,FI,2022-03-02 20:05:41,59.8333,22.95,Clear Sky,32.85,84,7,9.84
555,Vechta,DE,2022-03-02 20:05:41,52.7167,8.2833,Clear Sky,38.89,71,0,1.01
556,Wonogiri,ID,2022-03-02 20:05:42,-7.8144,110.9259,Overcast Clouds,74.07,91,95,2.59
557,Palmer,US,2022-03-02 20:05:42,42.1584,-72.3287,Few Clouds,44.31,44,20,14.97
558,Aguimes,ES,2022-03-02 20:05:43,27.9054,-15.4461,Scattered Clouds,63.66,68,40,21.85
559,Novo Aripuana,BR,2022-03-02 20:05:43,-5.1206,-60.3797,Overcast Clouds,84.4,75,86,2.28
560,Guangyuan,CN,2022-03-02 20:05:44,32.442,105.823,Few Clouds,47.95,71,18,2.57
561,Srednekolymsk,RU,2022-03-02 20:05:44,67.45,153.6833,Overcast Clouds,-11.43,97,100,6.38
562,Bouna,CI,2022-03-02 20:05:45,9.2667,-3.0,Overcast Clouds,84.22,53,100,3.87
563,Coromandel,BR,2022-03-02 20:05:45,-18.4733,-47.2003,Broken Clouds,75.11,66,78,4.99
564,Ryotsu,JP,2022-03-02 20:05:46,38.0833,138.4333,Overcast Clouds,45.01,70,87,20.31
565,Arlit,NE,2022-03-02 20:05:46,18.7369,7.3853,Clear Sky,83.07,8,8,5.64
566,Kwinana,AU,2022-03-02 20:05:47,-32.25,115.7667,Clear Sky,55.81,70,0,9.33
567,Ahar,IR,2022-03-02 20:05:47,38.4774,47.0699,Overcast Clouds,46.11,73,100,5.17
568,Umm Kaddadah,SD,2022-03-02 20:05:47,13.6017,26.6876,Broken Clouds,78.4,12,55,12.15
569,Terrace,CA,2022-03-02 20:05:48,54.5163,-128.6035,Mist,40.91,93,100,3.44
570,Carolina,PR,2022-03-02 20:03:34,18.3808,-65.9574,Clear Sky,87.73,70,10,12.5
571,Hofn,IS,2022-03-02 20:05:48,64.2539,-15.2082,Overcast Clouds,43.61,90,100,25.41
572,Puquio,PE,2022-03-02 20:05:49,-14.7,-74.1333,Overcast Clouds,59.25,74,87,7.83
573,Martil,MA,2022-03-02 20:05:49,35.6166,-5.2752,Clear Sky,62.58,66,5,9.15
574,Sao Jose Da Coroa Grande,BR,2022-03-02 20:05:50,-8.8978,-35.1478,Broken Clouds,82.2,74,79,8.79
575,Tsabong,BW,2022-03-02 20:05:51,-26.0217,22.401,Overcast Clouds,86.83,25,93,1.54
576,Kloulklubed,PW,2022-03-02 20:05:51,7.0419,134.2556,Few Clouds,82.71,79,22,16.04
577,Kawalu,ID,2022-03-02 20:05:51,-7.3817,108.2082,Overcast Clouds,71.69,91,99,1.52
578,Pauini,BR,2022-03-02 20:05:52,-7.7136,-66.9764,Overcast Clouds,83.14,72,100,3.33
579,Kungurtug,RU,2022-03-02 20:05:52,50.5994,97.5228,Overcast Clouds,11.61,75,100,9.89
580,Bom Jesus,BR,2022-03-02 20:01:11,-9.0744,-44.3586,Very Heavy Rain,82.24,64,100,3.71
581,Sept-Iles,CA,2022-03-02 20:05:53,50.2001,-66.3821,Broken Clouds,22.05,78,76,8.01
582,Loncoche,CL,2022-03-02 20:05:54,-39.3667,-72.6333,Scattered Clouds,76.78,43,41,9.64
583,Bintulu,MY,2022-03-02 20:05:54,3.1667,113.0333,Light Rain,75.94,93,100,3.31
584,Ust-Shonosha,RU,2022-03-02 20:05:55,61.1531,41.343,Overcast Clouds,26.4,96,99,5.84
585,Kushima,JP,2022-03-02 20:05:55,31.4583,131.2333,Clear Sky,42.98,76,0,9.44
586,Kalaleh,IR,2022-03-02 20:05:56,37.3807,55.4916,Broken Clouds,57.04,60,76,3.62
587,Waingapu,ID,2022-03-02 20:05:56,-9.6567,120.2641,Broken Clouds,78.12,87,67,6.22
588,Zhezkazgan,KZ,2022-03-02 20:05:57,47.8043,67.7144,Clear Sky,6.76,96,7,6.44
589,Itacare,BR,2022-03-02 20:05:57,-14.2775,-38.9967,Overcast Clouds,81.07,71,100,6.55
590,Agadez,NE,2022-03-02 20:06:58,19.75,10.25,Clear Sky,77.16,10,8,7.0
591,Port Blair,IN,2022-03-02 20:06:58,11.6667,92.75,Overcast Clouds,80.2,82,86,6.82
592,Chimoio,MZ,2022-03-02 20:06:58,-19.1164,33.4833,Clear Sky,67.17,88,4,1.81
593,Puerto Madero,MX,2022-03-02 20:06:59,14.7208,-92.4215,Scattered Clouds,91.6,46,40,5.75
594,Baracoa,CU,2022-03-02 20:06:59,20.3467,-74.4958,Few Clouds,81.7,61,22,7.58
595,Poum,NC,2022-03-02 20:07:00,-20.2333,164.0167,Overcast Clouds,81.25,75,100,7.74
596,Haysville,US,2022-03-02 20:07:00,37.5645,-97.3523,Clear Sky,82.8,11,0,14.97
597,Bolobo,CD,2022-03-02 20:07:01,-2.1667,16.2333,Light Rain,74.41,81,99,5.5
598,San Nicolas,PH,2022-03-02 20:07:01,18.1725,120.5953,Few Clouds,73.71,71,17,5.77
599,Awbari,LY,2022-03-02 20:07:02,26.5921,12.7805,Overcast Clouds,58.96,32,93,10.92
600,Lufilufi,WS,2022-03-02 20:07:02,-13.8745,-171.5986,Light Rain,82.18,78,99,12.75
601,Hualmay,PE,2022-03-02 20:07:02,-11.0964,-77.6139,Overcast Clouds,76.12,70,90,7.31
602,Kinkala,CG,2022-03-02 20:07:03,-4.3614,14.7644,Overcast Clouds,73.51,86,85,2.93
603,Carutapera,BR,2022-03-02 20:07:03,-1.195,-46.02,Overcast Clouds,82.74,72,100,7.76
604,Opuwo,NA,2022-03-02 20:07:04,-18.0607,13.84,Overcast Clouds,72.19,43,100,4.7
605,Linxia,CN,2022-03-02 20:07:04,35.6003,103.2064,Overcast Clouds,33.42,50,100,1.48
606,Ust-Ishim,RU,2022-03-02 20:07:04,57.6935,71.1665,Overcast Clouds,21.29,94,100,10.4
607,Tautira,PF,2022-03-02 20:07:05,-17.7333,-149.15,Light Rain,86.02,74,32,19.51
608,Beloha,MG,2022-03-02 20:07:05,-25.1667,45.05,Broken Clouds,72.43,93,69,8.9
609,Diu,IN,2022-03-02 20:07:06,20.7141,70.9822,Clear Sky,77.05,33,0,10.2
610,Camacha,PT,2022-03-02 20:07:06,33.0833,-16.3333,Scattered Clouds,61.56,82,40,16.11
611,Fort Nelson,CA,2022-03-02 20:07:07,58.8053,-122.7002,Overcast Clouds,10.44,87,100,2.04
612,Ruthin,GB,2022-03-02 20:07:07,53.1137,-3.3178,Overcast Clouds,48.7,97,100,8.99
613,Koslan,RU,2022-03-02 20:07:08,63.4564,48.8989,Overcast Clouds,26.01,93,99,8.84
614,Evensk,RU,2022-03-02 20:07:08,61.95,159.2333,Overcast Clouds,19.31,67,100,26.57
615,Rudbar,AF,2022-03-02 20:07:09,30.15,62.6,Clear Sky,64.31,33,0,2.37
616,Kankon,IN,2022-03-02 20:07:09,15.0167,74.0167,Few Clouds,74.82,68,12,4.72
617,Kletskaya,RU,2022-03-02 20:07:10,49.3145,43.0584,Overcast Clouds,33.08,97,100,9.78
618,Puerto Leguizamo,CO,2022-03-02 20:07:10,-0.1934,-74.7819,Light Rain,77.59,92,100,3.47
619,Pryluky,UA,2022-03-02 20:07:11,50.5932,32.3876,Overcast Clouds,34.48,99,100,5.88
620,Tomatlan,MX,2022-03-02 20:07:11,19.9333,-105.25,Clear Sky,87.62,40,0,10.33
621,Santa Isabel Do Rio Negro,BR,2022-03-02 20:07:12,-0.4139,-65.0192,Light Rain,75.54,95,100,2.08
622,Vila Velha,BR,2022-03-02 20:07:12,-20.3297,-40.2925,Few Clouds,84.15,77,20,16.11
623,Kostino,RU,2022-03-02 20:07:13,58.9097,53.2691,Few Clouds,20.37,96,18,4.97
624,Santa Pola,ES,2022-03-02 20:03:13,38.1917,-0.5658,Clear Sky,61.66,63,0,3.44
625,Odesskoye,RU,2022-03-02 20:07:14,54.2111,72.9651,Scattered Clouds,6.44,97,38,9.71
626,Omsukchan,RU,2022-03-02 20:07:14,62.5333,155.8,Overcast Clouds,-11.43,100,100,5.23
627,Hamilton,US,2022-03-02 20:07:02,39.1834,-84.5333,Clear Sky,65.64,39,0,5.75
628,Esna,EG,2022-03-02 20:07:15,25.2934,32.554,Clear Sky,75.74,9,3,7.63
629,Itatiaia,BR,2022-03-02 20:05:22,-22.4961,-44.5633,Overcast Clouds,82.65,71,86,3.04
630,Venado Tuerto,AR,2022-03-02 20:07:15,-33.7456,-61.9688,Clear Sky,83.79,29,0,10.33
631,Mokhsogollokh,RU,2022-03-02 20:07:16,61.4681,128.9203,Overcast Clouds,-19.23,100,99,0.96
632,Kambam,ID,2022-03-02 20:07:16,5.2505,96.8629,Broken Clouds,77.7,81,75,6.62
633,Juneau,US,2022-03-02 20:07:17,58.3019,-134.4197,Overcast Clouds,39.25,95,100,0.0
634,Woodward,US,2022-03-02 20:07:17,36.4337,-99.3904,Clear Sky,81.97,12,0,0.0
635,Kozhva,RU,2022-03-02 20:07:17,65.1073,57.0459,Overcast Clouds,30.34,88,100,13.91
636,Riachao,BR,2022-03-02 20:07:18,-7.3619,-46.6172,Overcast Clouds,79.56,76,97,7.43
637,Hermiston,US,2022-03-02 20:05:16,45.8404,-119.2895,Overcast Clouds,57.11,87,100,0.0
638,Bobcaygeon,CA,2022-03-02 20:07:19,44.5462,-78.542,Overcast Clouds,32.88,82,100,10.67
639,Koygorodok,RU,2022-03-02 20:08:19,60.445,50.9968,Overcast Clouds,27.12,96,95,4.34
640,Mareeba,AU,2022-03-02 20:08:20,-17.0,145.4333,Overcast Clouds,75.43,95,90,3.02
641,Maniitsoq,GL,2022-03-02 20:08:20,65.4167,-52.9,Broken Clouds,13.08,93,79,14.0
642,Tilichiki,RU,2022-03-02 20:08:20,60.4667,166.1,Overcast Clouds,18.18,75,100,13.53
643,Illapel,CL,2022-03-02 20:08:21,-31.6308,-71.1653,Clear Sky,82.74,38,0,8.7
644,Guilin,CN,2022-03-02 20:08:21,25.2819,110.2864,Overcast Clouds,60.04,78,100,2.24
645,Ledyard,US,2022-03-02 20:08:22,41.4398,-72.0142,Clear Sky,46.47,45,0,10.36
646,Nurota,UZ,2022-03-02 20:08:22,40.5614,65.6886,Few Clouds,35.69,60,15,4.59
647,Geraldton,AU,2022-03-02 20:08:23,-28.7667,114.6,Clear Sky,55.81,67,0,8.05
648,Nova Olimpia,BR,2022-03-02 20:08:23,-14.7972,-57.2881,Overcast Clouds,86.52,68,100,1.54
649,The Valley,AI,2022-03-02 20:08:23,18.217,-63.0578,Few Clouds,82.09,74,20,14.97
650,Prince Rupert,CA,2022-03-02 20:08:24,54.3161,-130.3201,Overcast Clouds,42.89,93,100,4.61
651,Mauguio,FR,2022-03-02 20:08:24,43.6181,4.0074,Broken Clouds,48.29,81,75,4.61
652,Tuni,IN,2022-03-02 20:08:25,17.35,82.55,Broken Clouds,70.79,63,55,4.56
653,North Bay,CA,2022-03-02 20:06:11,46.3168,-79.4663,Light Snow,26.94,88,100,10.4
654,Vila,PT,2022-03-02 20:08:25,42.0304,-8.1588,Overcast Clouds,43.32,92,100,5.17
655,Tacna,PE,2022-03-02 20:08:26,-18.0056,-70.2483,Clear Sky,75.4,47,0,10.36
656,Nizhnyaya Tavda,RU,2022-03-02 20:08:26,57.6731,66.1725,Overcast Clouds,26.65,89,98,11.9
657,Kieta,PG,2022-03-02 20:08:26,-6.2167,155.6333,Light Rain,77.61,84,100,2.98
658,La Asuncion,VE,2022-03-02 20:05:20,11.0333,-63.8628,Scattered Clouds,80.8,75,48,14.07
659,General Roca,AR,2022-03-02 20:04:49,-39.0333,-67.5833,Few Clouds,84.69,28,11,0.89
660,Suksun,RU,2022-03-02 20:08:27,57.1431,57.3949,Overcast Clouds,18.77,94,89,11.01
661,Liverpool,GB,2022-03-02 20:08:28,53.4106,-2.9779,Light Intensity Drizzle,46.67,92,100,12.66
662,Charcas,MX,2022-03-02 20:08:28,23.1333,-101.1167,Clear Sky,73.69,19,3,9.15
663,Blagoyevo,RU,2022-03-02 20:08:29,63.3667,47.9167,Overcast Clouds,26.65,92,100,7.27
664,Aykhal,RU,2022-03-02 20:08:29,66.0,111.5,Overcast Clouds,-4.32,100,100,5.3
665,Eureka,US,2022-03-02 20:08:30,40.8021,-124.1637,Overcast Clouds,65.19,82,100,5.01
666,Oranjemund,NA,2022-03-02 20:08:30,-28.55,16.4333,Clear Sky,66.81,85,0,7.9
667,Dalbandin,PK,2022-03-02 20:08:30,28.8947,64.4101,Clear Sky,65.41,36,0,3.89
668,Mandera,KE,2022-03-02 20:07:27,3.9366,41.867,Few Clouds,87.3,24,21,10.11
669,Gorontalo,ID,2022-03-02 20:08:31,0.5412,123.0595,Overcast Clouds,74.41,95,98,3.56
670,Paso De Los Toros,UY,2022-03-02 20:08:32,-32.8167,-56.5167,Clear Sky,82.44,46,0,9.33
671,Sanchursk,RU,2022-03-02 20:08:32,56.9413,47.2499,Overcast Clouds,16.2,99,95,5.77
672,Rochelle,FR,2022-03-02 20:08:33,46.25,-1.0,Clear Sky,51.89,93,0,5.75
673,Neubrandenburg,DE,2022-03-02 20:08:33,53.5667,13.2667,Broken Clouds,33.89,71,53,4.59
674,Izvestkovyy,RU,2022-03-02 20:08:34,48.9833,131.55,Scattered Clouds,-0.49,98,40,4.38
675,Collie,AU,2022-03-02 20:08:34,-33.3667,116.15,Scattered Clouds,45.99,88,28,1.61
676,Nizhniy Tsasuchey,RU,2022-03-02 20:08:34,50.5167,115.1333,Overcast Clouds,5.68,91,91,6.76
677,Cabedelo,BR,2022-03-02 20:08:21,-6.9811,-34.8339,Overcast Clouds,84.87,70,100,9.6
678,Leh,IN,2022-03-02 20:08:35,34.1667,77.5833,Overcast Clouds,8.55,79,97,2.62
679,Teknaf,BD,2022-03-02 20:08:36,20.8624,92.3058,Clear Sky,69.21,48,1,9.71
680,Buraydah,SA,2022-03-02 20:08:36,26.326,43.975,Broken Clouds,76.71,22,64,11.7
681,Pitimbu,BR,2022-03-02 20:08:36,-7.4706,-34.8086,Overcast Clouds,84.79,71,100,9.42
682,Mitu,CO,2022-03-02 20:08:37,1.1983,-70.1733,Overcast Clouds,76.46,96,100,2.62
683,Najran,SA,2022-03-02 20:08:37,17.4924,44.1277,Clear Sky,66.61,36,0,4.09
684,Ginir,ET,2022-03-02 20:08:38,7.1333,40.7,Clear Sky,61.99,35,0,3.22
685,Rabaul,PG,2022-03-02 20:08:38,-4.1967,152.1721,Overcast Clouds,78.82,78,100,1.79
686,Sandnessjoen,NO,2022-03-02 20:06:44,66.0217,12.6316,Light Rain,37.51,81,75,9.22
